cod_proposta;cod_cliente;cod_colaborador;data_entrada_proposta;horario_entrada_proposta;taxa_juros_mensal;valor_proposta;valor_financiamento;valor_entrada;valor_prestacao;quantidade_parcelas;carencia;status_proposta
643;885;54;21/01/2022;12:56:10;0.0216;118694.57;202025.12;83330.55;4327.61;42;5;Enviada
1194;963;54;12/03/2011;23:33:39;0.0139;94802.43;129005.63;34203.20;1760.46;100;6;Enviada
1504;485;54;19/06/2010;08:17:58;0.023;186991.78;243210.81;56219.03;4714.57;107;4;Enviada
1797;637;54;10/03/2018;00:49:24;0.0128;81512.82;154692.24;73179.42;1611.17;82;6;Enviada
1905;273;54;11/05/2012;15:06:03;0.0172;81239.86;143280.23;62040.37;1845.42;83;6;Enviada
95;660;55;10/03/2021;06:50:09;0.0158;60076.66;74316.24;14239.58;1847.46;46;3;Enviada
975;684;55;05/02/2020;23:42:49;0.0188;21900.04;26250.95;4350.91;877.60;34;0;Enviada
1062;923;55;16/12/2013;12:48:43;0.0091;36855.89;64696.45;27840.56;9424.54;4;1;Enviada
1198;288;55;27/08/2015;08:08:58;0.02;53603.50;101218.96;47615.46;3575.47;18;0;Enviada
1294;965;55;03/01/2020;06:53:28;0.0142;59734.19;87687.59;27953.40;5449.18;12;6;Enviada
1902;519;55;17/11/2022;02:28:58;0.0178;196985.26;247231.97;50246.71;19876.50;11;3;Enviada
82;129;56;24/11/2021;10:37:20;0.0108;145593.87;244313.43;98719.56;2794.40;77;0;Enviada
456;859;56;06/11/2010;06:17:38;0.0112;9816.42;16567.10;6750.68;211.21;66;3;Enviada
1217;844;56;28/04/2021;21:00:18;0.0108;190603.27;224866.82;34263.55;6014.52;39;2;Enviada
79;114;57;17/12/2015;15:37:23;0.0107;87239.71;123207.06;35967.35;1591.27;83;2;Enviada
224;697;57;11/08/2016;11:35:34;0.0154;92541.68;142749.33;50207.65;1776.78;106;3;Enviada
537;823;57;23/10/2022;20:14:45;0.0124;16507.53;29357.06;12849.53;897.69;21;5;Enviada
1658;193;57;26/12/2013;07:07:03;0.0084;29155.84;49624.09;20468.25;398.45;114;3;Enviada
66;854;58;15/06/2010;21:18:53;0.0085;92200.26;154975.23;62774.97;1492.23;88;0;Enviada
219;567;58;24/10/2018;17:30:48;0.0111;67254.87;80356.64;13101.77;1209.44;87;6;Enviada
388;53;58;13/03/2012;23:08:10;0.0233;90272.28;112630.73;22358.45;2658.53;68;2;Enviada
932;475;58;14/02/2022;19:07:13;0.0176;88283.09;117348.32;29065.23;2254.13;67;4;Enviada
1987;584;58;13/06/2012;01:31:10;0.0094;128475.84;156285.99;27810.15;3868.38;40;6;Enviada
550;129;59;06/12/2014;14:46:00;0.0206;133679.14;249763.13;116083.99;3515.57;75;5;Enviada
1732;897;59;01/04/2015;00:18:46;0.0099;127680.76;163284.53;35603.77;3881.21;40;5;Enviada
1733;893;59;26/01/2013;13:05:13;0.0136;59498.98;112145.98;52647.00;1270.47;75;2;Enviada
1856;849;59;13/09/2022;00:56:34;0.0243;102305.04;158163.32;55858.28;2768.98;95;0;Enviada
62;264;60;28/06/2012;10:33:35;0.0161;140136.89;184848.44;44711.55;12033.42;13;6;Enviada
106;114;60;27/01/2021;03:13:52;0.0091;95446.24;131196.90;35750.66;1495.19;96;3;Enviada
1680;576;60;03/09/2019;17:41:19;0.0192;113297.73;189031.05;75733.32;2422.57;120;1;Enviada
133;89;61;06/02/2013;06:47:15;0.0086;17764.23;35204.53;17440.30;575.87;36;5;Enviada
736;425;61;04/02/2019;02:14:27;0.0112;126647.97;223793.09;97145.12;2386.74;81;0;Enviada
1209;463;61;05/04/2011;23:47:32;0.0111;62508.06;88360.64;25852.58;1524.62;55;4;Enviada
1299;229;61;15/02/2013;11:53:06;0.0117;123947.87;184731.32;60783.45;4059.17;38;1;Enviada
1589;311;61;05/01/2015;12:26:37;0.0145;165366.86;208017.36;42650.50;4805.96;48;0;Enviada
1623;788;61;03/03/2013;02:24:28;0.0182;139271.38;181642.02;42370.64;2891.60;116;1;Enviada
1831;837;61;27/10/2020;17:59:31;0.0198;67658.76;132181.85;64523.09;8281.33;9;4;Enviada
1857;795;61;23/01/2020;02:09:28;0.0213;102778.60;126171.01;23392.41;2548.07;93;0;Enviada
1317;752;62;01/03/2012;02:57:23;0.0119;51392.65;102016.69;50624.04;52004.22;1;3;Enviada
1342;129;62;28/01/2022;19:41:42;0.0106;178222.69;238769.73;60547.04;3584.81;71;1;Enviada
1460;302;62;22/10/2021;06:18:32;0.0198;161765.46;197885.02;36119.56;3603.91;112;1;Enviada
739;651;63;01/03/2017;07:28:46;0.0227;33044.31;52467.39;19423.08;8735.16;4;6;Enviada
741;790;63;18/02/2022;15:22:05;0.0152;86135.10;135081.00;48945.90;2295.51;56;0;Enviada
782;957;63;31/01/2010;13:19:05;0.012;2806.88;5295.01;2488.13;158.69;20;1;Enviada
1264;187;63;03/02/2016;03:32:06;0.0244;131337.58;221227.00;89889.42;7294.87;24;4;Enviada
1355;790;63;28/04/2019;22:47:14;0.0237;156092.67;198307.89;42215.22;19462.99;9;6;Enviada
239;130;64;17/06/2021;06:07:59;0.0128;41822.96;70311.97;28489.01;776.21;92;0;Enviada
370;883;64;26/07/2020;15:26:19;0.0147;77630.22;131066.34;53436.12;1880.00;64;0;Enviada
965;561;64;03/04/2019;18:27:40;0.0088;105272.70;138722.78;33450.08;3133.58;40;3;Enviada
1224;304;64;28/10/2015;18:05:21;0.0231;113166.51;203313.53;90147.02;2903.33;101;2;Enviada
1901;478;64;31/08/2012;12:42:50;0.0198;152575.42;245759.12;93183.70;3473.00;104;6;Enviada
1221;833;65;16/11/2015;03:13:32;0.012;148787.58;212724.26;63936.68;3492.96;60;4;Enviada
1822;553;65;15/02/2016;00:01:02;0.0208;103721.61;135291.33;31569.72;2380.51;115;6;Enviada
1851;971;65;23/02/2013;06:49:28;0.0205;101945.44;143036.28;41090.84;2658.54;76;6;Enviada
1896;564;65;26/07/2017;04:20:18;0.0084;98056.87;136656.48;38599.61;5346.72;20;3;Enviada
482;512;66;07/02/2016;08:24:49;0.0092;11079.03;20365.44;9286.41;219.89;68;4;Enviada
860;464;66;28/11/2017;06:45:07;0.0162;22076.46;27852.07;5775.61;647.61;50;3;Enviada
1310;380;66;12/08/2022;06:14:09;0.0172;47722.81;80115.51;32392.70;1014.93;97;6;Enviada
1423;379;66;27/02/2011;00:03:16;0.0167;174870.84;237069.16;62198.32;3977.65;80;1;Enviada
1538;925;66;15/07/2013;14:40:07;0.0083;93043.10;140029.33;46986.23;1610.50;79;2;Enviada
1711;640;66;27/10/2021;10:13:35;0.0249;120893.69;195580.94;74687.25;3231.63;109;3;Enviada
1805;188;66;30/09/2017;06:09:43;0.0239;132617.54;171432.42;38814.88;10624.57;15;0;Enviada
1930;131;66;22/06/2010;01:51:55;0.008;123850.28;241343.23;117492.95;1687.72;111;3;Enviada
21;393;67;14/10/2016;04:52:38;0.0089;35952.40;56942.45;20990.05;570.02;93;6;Enviada
509;846;67;03/02/2016;18:04:11;0.019;16784.99;30270.81;13485.82;489.53;56;1;Enviada
1029;505;67;18/12/2012;00:49:39;0.0147;68002.72;101077.39;33074.67;1713.53;60;2;Enviada
1309;428;67;24/02/2012;03:46:10;0.0102;51894.05;79197.45;27303.40;1133.49;62;5;Enviada
1614;175;67;13/02/2014;19:47:49;0.0175;162254.93;228789.70;66534.77;4835.63;51;2;Enviada
150;894;68;28/12/2019;06:30:06;0.0244;79253.65;140411.41;61157.76;4042.04;27;3;Enviada
1713;890;68;26/01/2022;09:46:22;0.0204;140006.35;227540.41;87534.06;3967.93;63;2;Enviada
1790;751;68;26/06/2017;21:46:25;0.0195;44649.40;67807.04;23157.64;5457.20;9;1;Enviada
50;638;69;13/01/2020;21:31:38;0.0099;105866.55;146396.58;40530.03;1546.06;115;5;Enviada
522;406;69;13/08/2015;20:46:27;0.0145;16451.61;32541.69;16090.08;996.84;19;0;Enviada
564;120;69;13/11/2016;05:53:13;0.0175;122112.43;155647.34;33534.91;4129.91;42;3;Enviada
798;481;69;30/04/2011;06:14:34;0.0113;182890.06;220982.08;38092.02;3759.73;71;6;Enviada
1008;419;69;10/09/2013;04:12:25;0.0086;79156.38;108353.50;29197.12;1128.18;108;5;Enviada
125;162;70;01/11/2016;19:16:02;0.0209;172127.84;231919.58;59791.74;12134.55;17;0;Enviada
498;930;70;10/03/2015;14:20:42;0.0196;80208.79;123827.47;43618.68;1936.98;86;1;Enviada
722;667;70;19/08/2019;16:16:46;0.0168;9807.05;16436.54;6629.49;667.98;17;3;Enviada
926;6;70;08/04/2013;08:49:11;0.0143;103685.74;159630.45;55944.71;2803.76;53;3;Enviada
1701;520;70;27/07/2017;12:57:36;0.0206;115989.26;228157.36;112168.10;3357.18;61;4;Enviada
204;71;71;10/07/2012;22:04:23;0.0247;40042.40;75600.76;35558.36;8611.56;5;4;Enviada
402;381;71;03/01/2016;21:46:32;0.0249;149254.43;187154.59;37900.16;4093.09;97;2;Enviada
1240;473;71;13/12/2022;23:09:30;0.0135;133818.69;161455.28;27636.59;7360.85;21;0;Enviada
1422;933;71;27/01/2020;19:26:17;0.0084;111889.34;201769.91;89880.57;1571.19;109;6;Enviada
1443;214;71;29/07/2017;02:45:57;0.0214;160636.69;204113.58;43476.89;6115.54;39;0;Enviada
301;915;72;17/02/2014;22:43:51;0.023;44531.83;57906.49;13374.66;1689.15;41;4;Enviada
398;633;72;08/11/2020;20:26:11;0.0203;74174.61;140472.94;66298.33;10138.66;8;5;Enviada
519;236;72;31/07/2020;00:05:45;0.0117;151129.51;211434.59;60305.08;3333.12;65;1;Enviada
683;962;72;05/06/2019;18:19:13;0.0136;70895.40;121907.06;51011.66;2226.87;42;3;Enviada
794;132;72;10/12/2019;10:06:24;0.016;136153.25;166874.28;30721.03;3620.24;58;2;Enviada
1129;39;72;08/09/2016;07:30:40;0.0124;157306.03;218078.88;60772.85;2675.04;106;1;Enviada
1242;309;72;21/07/2016;23:37:00;0.0116;6546.07;10427.00;3880.93;121.53;85;1;Enviada
1250;559;72;10/09/2020;09:32:33;0.0144;9183.70;18148.50;8964.80;204.13;73;6;Enviada
1662;693;72;14/03/2021;01:34:29;0.0199;205244.56;247930.69;42686.13;5942.47;59;4;Enviada
1775;416;72;13/01/2019;21:40:21;0.0198;85339.45;113864.48;28525.03;1883.46;116;1;Enviada
94;17;73;15/01/2021;07:58:32;0.0248;49088.57;88730.23;39641.66;1288.98;118;2;Enviada
210;28;73;02/09/2010;22:06:54;0.0212;68031.96;110541.92;42509.96;1910.89;67;6;Enviada
296;625;73;17/02/2013;14:51:41;0.014;119989.83;181040.55;61050.72;2469.68;82;2;Enviada
374;897;73;21/05/2011;15:12:26;0.0246;97996.83;173856.17;75859.34;2732.69;88;6;Enviada
726;67;73;31/01/2014;15:33:17;0.0112;136732.65;197682.41;60949.76;2094.01;118;3;Enviada
780;483;73;29/11/2016;15:38:23;0.0093;139143.85;211893.29;72749.44;4181.60;40;3;Enviada
1166;11;73;24/08/2021;19:21:46;0.0135;129204.21;155483.49;26279.28;2434.44;94;0;Enviada
1219;999;73;07/06/2015;07:19:10;0.0247;58949.57;83283.82;24334.25;2025.59;52;4;Enviada
1306;757;73;20/05/2013;18:22:36;0.0225;134448.05;211844.48;77396.43;4368.34;53;1;Enviada
1447;698;73;19/06/2012;17:42:04;0.0154;64261.64;127423.73;63162.09;6395.51;11;2;Enviada
1542;215;73;13/05/2013;08:42:24;0.012;76574.24;94102.40;17528.16;1216.65;118;0;Enviada
1924;631;73;08/10/2012;05:25:29;0.0102;131550.98;183577.94;52026.96;4193.42;38;6;Enviada
76;474;74;23/07/2020;06:34:35;0.0123;94007.18;140410.74;46403.56;2010.81;70;3;Enviada
586;341;74;05/10/2022;15:58:02;0.0189;24768.39;39369.35;14600.96;538.02;109;0;Enviada
1501;879;74;30/11/2017;21:46:42;0.0112;120345.37;226771.35;106425.98;6202.25;22;1;Enviada
1683;251;74;08/10/2016;15:46:43;0.0242;170155.87;226373.23;56217.36;7545.27;33;1;Enviada
107;703;75;12/02/2020;13:44:17;0.0179;19079.46;28902.62;9823.16;1926.29;11;0;Enviada
135;198;75;16/05/2010;17:50:14;0.0132;115471.13;215832.01;100360.88;2329.52;81;0;Enviada
706;588;75;07/05/2012;11:44:10;0.0222;70318.91;90079.20;19760.29;2425.16;47;4;Enviada
814;843;75;21/12/2020;19:30:57;0.0194;79857.24;106282.27;26425.03;2207.04;63;4;Enviada
1587;323;75;19/03/2017;07:51:54;0.0237;134154.77;184008.83;49854.06;4657.53;49;0;Enviada
1972;153;75;12/09/2010;02:15:48;0.0127;112790.10;149166.67;36376.57;8844.78;14;0;Enviada
27;37;76;09/10/2013;14:52:53;0.0162;16308.76;21412.72;5103.96;798.54;25;4;Enviada
122;277;76;23/01/2017;13:46:43;0.0191;171734.75;213147.52;41412.77;26443.35;7;6;Enviada
549;164;76;29/07/2021;19:38:28;0.0243;183072.46;227912.76;44840.30;8129.81;33;5;Enviada
756;672;76;20/05/2016;04:16:11;0.0122;66486.74;92072.13;25585.39;1710.82;53;2;Enviada
816;420;76;16/03/2019;15:51:17;0.0247;110094.24;210320.45;100226.21;6135.30;24;1;Enviada
1681;818;76;28/09/2022;06:11:04;0.0176;69681.57;120595.76;50914.19;70907.96;1;2;Enviada
147;462;77;21/10/2017;00:59:14;0.0233;131609.78;173677.47;42067.69;3485.26;92;5;Enviada
186;448;77;07/09/2017;05:13:53;0.0129;183192.02;245847.82;62655.80;47284.46;4;4;Enviada
667;849;77;24/12/2020;07:58:24;0.0137;9038.79;11752.05;2713.26;1579.52;6;3;Enviada
863;4;77;18/07/2018;16:48:03;0.0149;31531.84;51599.21;20067.37;649.08;87;3;Enviada
1184;426;77;18/04/2019;20:56:19;0.0176;42785.37;82958.29;40172.92;1262.69;52;6;Enviada
1303;308;77;25/06/2020;23:58:31;0.0248;180256.61;240219.34;59962.73;12012.31;19;5;Enviada
1785;454;77;21/03/2017;17:15:13;0.012;125501.51;223824.71;98323.20;3753.22;43;4;Enviada
1828;484;77;02/08/2017;20:57:23;0.0241;12955.49;22548.88;9593.39;378.82;73;0;Enviada
39;715;78;10/12/2014;01:04:25;0.0225;149351.26;178107.43;28756.17;4162.60;74;1;Enviada
58;921;78;12/06/2022;07:34:46;0.0211;119231.09;147606.68;28375.59;5162.08;32;0;Enviada
63;233;78;21/09/2013;09:52:40;0.0209;65921.45;102903.99;36982.54;1535.56;110;5;Enviada
132;38;78;23/02/2015;03:32:57;0.0108;40526.31;53534.35;13008.04;1796.12;26;6;Enviada
451;140;78;10/02/2022;15:12:56;0.0145;16256.33;28980.79;12724.46;1145.75;16;4;Enviada
528;986;78;10/09/2020;13:26:40;0.0132;24131.96;32482.14;8350.18;1899.20;14;4;Enviada
1268;182;78;15/09/2018;21:03:51;0.009;124531.38;232512.49;107981.11;3103.91;50;2;Enviada
78;222;79;24/03/2011;05:11:45;0.0247;3807.65;6850.73;3043.08;477.02;9;1;Enviada
285;798;79;18/03/2021;23:57:36;0.0166;69718.93;130839.39;61120.46;70876.26;1;1;Enviada
700;916;79;17/07/2021;16:52:24;0.0229;92476.93;119740.36;27263.43;2291.13;114;5;Enviada
769;640;79;09/07/2022;14:07:17;0.0246;90570.19;115394.90;24824.71;2369.39;116;4;Enviada
1191;927;79;10/11/2016;00:22:29;0.0208;23677.21;42446.92;18769.71;998.84;33;1;Enviada
1459;385;79;25/07/2014;02:47:05;0.0138;35237.55;59888.77;24651.22;740.53;78;3;Enviada
1535;236;79;30/06/2011;06:43:51;0.0151;155986.40;188190.55;32204.15;10472.43;17;5;Enviada
1780;250;79;17/06/2011;08:24:14;0.0169;117286.89;201012.83;83725.94;2385.95;106;5;Enviada
891;720;80;14/04/2012;23:58:24;0.0126;95054.24;127680.52;32626.28;2293.13;59;5;Enviada
1256;31;80;13/03/2020;01:54:16;0.0205;86785.20;159337.72;72552.52;2548.91;59;1;Enviada
1383;229;80;13/06/2012;15:24:02;0.0245;111232.03;171795.41;60563.38;3483.30;63;2;Enviada
1877;707;80;10/01/2020;02:35:05;0.0162;135066.41;246043.60;110977.19;2567.36;119;3;Enviada
98;287;81;19/09/2015;07:30:25;0.0085;34476.89;51516.23;17039.34;530.41;95;0;Enviada
187;434;81;07/06/2013;05:52:56;0.013;14794.21;25661.59;10867.38;269.24;97;5;Enviada
530;903;81;06/09/2010;20:30:39;0.0191;115185.50;158235.29;43049.79;2836.29;79;4;Enviada
757;760;81;26/11/2015;10:08:54;0.0092;48837.36;96935.61;48098.25;778.43;94;1;Enviada
758;480;81;17/11/2011;08:58:14;0.0144;94836.95;131026.64;36189.69;6018.65;18;1;Enviada
960;405;81;06/01/2017;04:09:59;0.0092;96396.57;187942.11;91545.54;4048.32;27;0;Enviada
1081;192;81;28/09/2016;11:48:55;0.0115;45401.10;73863.63;28462.53;1298.05;45;5;Enviada
19;885;82;03/05/2019;11:58:12;0.0192;93312.72;176013.40;82700.68;3762.43;34;0;Enviada
562;217;82;06/03/2016;19:16:38;0.0195;137343.39;191042.55;53699.16;8359.00;20;2;Enviada
1444;77;82;03/08/2014;17:23:00;0.0109;122820.61;164298.71;41478.10;2239.69;84;5;Enviada
1590;450;82;08/01/2010;06:53:18;0.0127;22086.76;35165.82;13079.06;707.67;40;0;Enviada
1736;843;82;22/08/2013;10:24:07;0.0203;75089.47;88448.20;13358.73;2351.19;52;5;Enviada
1792;862;82;23/01/2012;08:40:47;0.0169;146702.80;215055.03;68352.23;3086.72;97;1;Enviada
1830;987;82;04/06/2013;00:12:28;0.0143;32040.12;54868.77;22828.65;1853.35;20;6;Enviada
1229;40;83;31/05/2010;22:21:07;0.0092;130016.76;238018.03;108001.27;4708.93;32;4;Enviada
1292;765;83;17/08/2011;06:18:12;0.0248;84574.48;104042.73;19468.25;29601.21;3;0;Enviada
1387;700;83;17/08/2021;23:05:09;0.0117;163244.59;203494.77;40250.18;4941.90;42;2;Enviada
1521;221;83;12/11/2017;11:17:28;0.0118;6775.98;10732.24;3956.26;325.85;24;1;Enviada
254;357;84;29/02/2012;19:53:11;0.0163;132400.72;181398.56;48997.84;2973.91;80;2;Enviada
327;931;84;23/03/2018;01:07:42;0.013;88211.73;149873.73;61662.00;1755.48;82;0;Enviada
976;650;84;26/09/2013;02:27:55;0.0172;93482.84;162417.86;68935.02;2559.97;58;2;Enviada
1727;964;84;26/01/2016;18:02:16;0.0236;103497.56;122189.85;18692.29;10792.90;11;2;Enviada
1791;150;84;20/02/2016;10:19:34;0.0148;12435.58;20470.95;8035.37;328.20;56;0;Enviada
1847;841;84;16/08/2020;17:07:17;0.0125;109073.28;174923.80;65850.52;5107.08;25;1;Enviada
1981;956;84;27/05/2013;14:52:33;0.0206;111381.12;166256.27;54875.15;2579.66;108;6;Enviada
92;26;85;22/12/2016;01:31:23;0.0096;74090.50;112484.19;38393.69;1610.40;61;5;Enviada
496;154;85;11/03/2021;14:54:22;0.0099;30205.04;44958.33;14753.29;498.42;93;5;Enviada
1110;559;85;06/11/2012;06:03:56;0.0219;116305.09;212517.42;96212.33;4886.55;34;4;Enviada
1350;138;85;16/06/2021;21:54:08;0.0113;97368.23;185316.96;87948.73;6686.44;16;4;Enviada
1431;632;85;23/08/2016;09:34:29;0.0131;101033.29;175702.67;74669.38;2017.47;82;3;Enviada
1563;624;85;13/04/2015;12:39:18;0.0158;100596.54;121817.81;21221.27;2690.28;57;3;Enviada
117;199;86;05/08/2017;14:43:50;0.0195;127990.13;174164.23;46174.10;3028.35;90;1;Enviada
697;324;86;21/11/2020;13:37:07;0.0196;81725.16;162457.02;80731.86;1870.30;100;1;Enviada
925;532;86;11/03/2013;21:41:55;0.0231;141250.58;230607.85;89357.27;4792.90;50;5;Enviada
934;247;86;11/10/2020;16:34:11;0.019;71362.77;134563.94;63201.17;2081.30;56;1;Enviada
1134;493;86;05/12/2012;22:55:43;0.0084;65569.51;113743.79;48174.28;16738.06;4;6;Enviada
157;432;87;05/12/2014;01:58:14;0.0163;34704.05;61034.51;26330.46;2047.36;20;4;Enviada
1028;208;87;06/02/2020;07:39:40;0.0126;192003.04;238886.79;46883.75;13325.61;16;0;Enviada
1049;223;87;04/09/2011;13:40:23;0.0089;52143.49;89547.76;37404.27;4997.19;11;2;Enviada
1330;287;87;15/01/2020;02:41:31;0.0216;112921.21;150691.15;37769.94;3757.91;49;0;Enviada
1362;147;87;19/09/2016;19:23:45;0.0182;16001.80;30296.83;14295.03;458.06;56;4;Enviada
1619;695;87;11/05/2010;06:36:10;0.0248;51313.70;71639.69;20325.99;1597.61;65;2;Enviada
572;321;88;18/03/2017;21:27:10;0.0142;13142.16;22951.98;9809.82;1565.87;9;4;Enviada
637;665;88;11/11/2021;23:21:55;0.0126;57570.49;109616.72;52046.23;1079.63;89;5;Enviada
1783;440;88;03/10/2017;12:01:46;0.0088;180693.96;237827.14;57133.18;2981.16;87;5;Enviada
1853;406;88;20/05/2017;22:11:10;0.0199;52364.34;102554.87;50190.53;1477.53;62;1;Enviada
1979;789;88;18/05/2018;22:57:27;0.0135;33037.58;53902.25;20864.67;6877.51;5;3;Enviada
383;805;89;14/08/2015;18:21:44;0.0211;98749.20;157298.85;58549.65;2941.80;59;5;Enviada
500;347;89;17/06/2022;10:33:09;0.0231;15038.36;19967.63;4929.27;435.42;70;0;Enviada
526;739;89;19/03/2022;05:01:19;0.0198;77244.24;152592.44;75348.20;2022.36;72;1;Enviada
762;472;89;11/01/2022;08:47:38;0.0104;63875.53;126975.98;63100.45;1152.70;83;5;Enviada
1544;677;89;28/09/2018;19:30:19;0.0236;80281.84;138404.47;58122.63;2555.13;58;5;Enviada
1866;889;89;12/02/2017;15:40:40;0.0191;2919.50;5704.98;2785.48;255.74;13;1;Enviada
334;807;90;06/01/2022;18:12:05;0.0121;1701.52;2056.17;354.65;96.30;20;3;Enviada
1552;609;90;26/05/2017;12:20:42;0.0182;69729.76;98243.68;28513.92;70998.84;1;5;Enviada
1628;692;90;23/12/2015;21:17:21;0.0151;49577.64;95954.47;46376.83;2567.56;23;5;Enviada
1809;836;90;27/05/2015;20:56:31;0.0216;63240.41;81591.10;18350.69;1503.26;112;3;Enviada
1869;195;90;14/09/2021;03:27:55;0.0082;33978.13;57497.35;23519.22;2149.43;17;1;Enviada
557;491;91;05/01/2016;16:12:40;0.0109;61066.32;118844.09;57777.77;1263.76;69;5;Enviada
1691;154;91;29/12/2020;01:20:14;0.0175;43602.63;56330.60;12727.97;15045.85;3;3;Enviada
1772;841;91;17/11/2019;18:57:13;0.0238;50251.52;69195.26;18943.74;5246.22;11;4;Enviada
4;454;92;28/02/2015;17:16:17;0.022;159503.55;230634.56;71131.01;5179.59;52;6;Enviada
34;863;92;12/03/2019;04:55:52;0.0132;143220.32;187987.07;44766.75;3120.33;71;2;Enviada
247;330;92;06/05/2019;06:15:15;0.0219;4192.06;8346.53;4154.47;350.92;14;5;Enviada
821;385;92;28/07/2011;04:02:11;0.0186;167617.88;241756.20;74138.32;5000.59;53;4;Enviada
5;535;93;05/12/2019;00:14:07;0.0235;69165.19;106962.78;37797.59;2129.95;62;2;Enviada
802;244;93;15/12/2016;19:47:29;0.0217;126030.01;178749.29;52719.28;3000.06;113;4;Enviada
955;694;93;25/08/2012;22:08:05;0.0178;25248.93;31977.76;6728.83;1932.82;15;6;Enviada
1226;706;93;24/04/2011;03:09:54;0.0196;127090.66;240764.57;113673.91;5383.98;32;4;Enviada
1882;937;93;16/11/2012;05:58:12;0.0148;120882.69;226711.54;105828.85;3698.50;45;2;Enviada
14;610;94;11/07/2019;13:28:03;0.0218;139410.47;203931.20;64520.73;5028.45;43;3;Enviada
318;787;94;06/11/2011;21:52:59;0.0165;82631.65;139219.34;56587.69;4197.54;24;6;Enviada
529;989;94;21/07/2012;12:12:22;0.0096;130082.86;201668.56;71585.70;2898.11;59;5;Enviada
1546;579;94;21/11/2015;19:02:10;0.0175;5799.40;10184.94;4385.54;1221.48;5;0;Enviada
1917;351;94;16/10/2013;14:57:35;0.0166;148751.31;241262.01;92510.70;4099.98;56;6;Enviada
845;261;95;10/02/2016;19:00:41;0.0113;111264.40;159029.10;47764.70;1748.43;113;6;Enviada
1388;651;95;12/02/2016;19:39:52;0.0226;53598.77;67640.63;14041.86;1384.59;93;0;Enviada
1417;308;95;20/02/2014;03:19:33;0.0135;30035.87;38245.11;8209.24;506.89;120;5;Enviada
1685;429;95;28/02/2019;23:32:16;0.0145;140067.95;185209.06;45141.11;3758.37;54;2;Enviada
1702;764;95;22/06/2022;00:00:17;0.024;144333.30;201185.56;56852.26;4231.11;72;5;Enviada
1742;569;95;22/07/2014;00:48:43;0.0237;87748.67;166304.05;78555.38;2306.56;99;1;Enviada
1961;162;95;24/10/2016;11:34:01;0.0129;127250.24;173349.14;46098.90;2113.22;117;6;Enviada
113;176;96;10/12/2021;00:25:09;0.0221;124489.84;232380.19;107890.35;4051.17;52;6;Enviada
221;662;96;03/11/2022;00:49:59;0.0141;19232.11;30765.39;11533.28;366.83;96;3;Enviada
268;211;96;19/11/2021;08:13:59;0.0203;106093.33;172061.77;65968.44;2487.04;100;4;Enviada
377;771;96;24/07/2020;23:51:36;0.01;34762.03;65705.60;30943.57;5998.13;6;0;Enviada
724;856;96;07/03/2014;09:18:05;0.013;57382.28;90788.13;33405.85;1448.89;56;3;Enviada
849;215;96;21/11/2013;18:23:17;0.019;37589.10;45424.71;7835.61;812.95;112;3;Enviada
1039;290;96;01/06/2014;22:09:39;0.0219;97385.14;171930.90;74545.76;2785.07;67;1;Enviada
1762;411;96;04/02/2014;21:28:55;0.0181;82020.39;158702.58;76682.19;4729.75;21;3;Enviada
638;766;97;24/01/2013;20:33:43;0.0232;12020.60;20327.29;8306.69;330.43;81;3;Enviada
1019;862;97;07/01/2022;07:17:19;0.009;103602.21;182932.70;79330.49;3095.69;40;6;Enviada
1024;354;97;09/06/2019;14:46:50;0.0168;42934.83;59069.10;16134.27;2051.78;26;4;Enviada
1482;38;97;16/02/2015;15:56:08;0.0087;8105.08;15004.54;6899.46;144.87;77;1;Enviada
471;944;98;22/08/2012;15:32:00;0.0163;986.59;1859.96;873.37;19.16;113;3;Enviada
1266;422;98;15/03/2019;12:38:45;0.0123;83621.21;157453.14;73831.93;1436.29;103;0;Enviada
1942;628;98;14/01/2011;06:49:53;0.0142;129951.85;154763.42;24811.57;5657.22;28;4;Enviada
1955;688;98;17/03/2011;11:16:20;0.0175;115367.77;219963.56;104595.79;3357.77;53;2;Enviada
288;684;99;03/06/2010;04:04:33;0.0211;154699.67;216491.47;61791.80;5157.05;48;5;Enviada
450;936;99;13/04/2010;21:22:16;0.0219;62883.74;109115.39;46231.65;2591.05;35;1;Enviada
